PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ANALISE DE MULTIMEROS PARA PACIENTES COM DOENCA DE VON WILLEBRAND,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-ACTINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICARDIOLIPINA - IGA / IGG / IGM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICENTROMERO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICOAGULANTE LUPICO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTI PEPTIDEO CICLICO CITRULINADO - IGG (ANTI CCP) - COM DIRETRIZ DE UTILIZACAO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,4.0,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTIDIFTERIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPO ANTI-RECEPTOR DE TSH (TRAB),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPO ANTIVIRUS DA HEPATITE E (TOTAL),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"ANTICORPOS ANTIENDOMISIO, IGA",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTI-ILHOTA DE LANGERHANS,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTIINSULINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTIPNEUMOCOCO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTITETANO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTITIREOIDE (TIREOGLOBULINA),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORPOS ANTITRANSGLUTAMINASE - IGA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTICORTEX SUPRA-RENAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-DNA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIESCLERODERMA (SCL 70),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIESTREPTOLISINA O (ASLO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-GAD,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGENO AUSTRALIA (HBsAG),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGENO CARCINOEMBRIOGENICO (CEA),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGENOS DE ASPERGILLUS GALACTOMANNAN,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGENO ESPECIFICO PROSTATICO LIVRE (PSA LIVRE),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGENO ESPECIFICO PROSTATICO TOTAL (PSA),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"ANTIGENO NS1 DO VIRUS DA DENGUE, PESQUISA",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIGLIADINA (GLUTEN) - IGA / IGG,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-JO1,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-LA/SSB,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-LKM-1,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMEMBRANA BASAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMICROSSOMAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMITOCONDRIA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"ANTIMITOCONDRIA, M2",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMUSCULO CARDIACO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMUSCULO ESTRIADO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIMUSCULO LISO,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTINEUTROFILOS (ANCA) C,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTINEUTROFILOS (ANCA) P,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIPARIETAL,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTIPEROXIDASE TIREOIDEANA (ANTI-TPO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-RNP,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-RO/SSA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
ANTI-Sm,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"ASPERGILLUS, ANTICORPOS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
AVIDEZ DE IGG PARA TOXOPLASMOSE (COM DIRETRIZ DE UTILIZACAO),,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,PAC,6.0,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BETA-2-MICROGLOBULINA,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"BIOTINIDASE ATIVIDADE DA, QUALITATIVO",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BORRELIOSE DE LYME - IGG,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BORRELIOSE DE LYME - IGM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
BRUCELA - IGG / IGM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
C1Q,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CA 125,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CA 15-3,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CA 19-9,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CA 72-4,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CADEIAS LEVES LIVRES KAPPA/LAMBDA, DOSAGEM, SANGUE",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CANDIDA ALBICANS, ANTICORPOS IGG E/ OU IGM E/ OU TOTAIS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CAXUMBA, IGG E/OU IGM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CHAGAS IGG / IGM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CHIKUNGUNYA, ANTICORPOS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CHLAMYDIA PNEUMONIAE, IGG / IGM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CHLAMYDIA PSITTACI, IGG / IGM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CHLAMYDIA TRACHOMATIS, IGG / IGM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CISTICERCOSE, ANTICORPOS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
CITOMEGALOVIRUS IGG / IGM,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CLOSTRIDIUM DIFFICILE, TOXINAS A E B",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COMPLEMENTO C2,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COMPLEMENTO C3,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COMPLEMENTO C4,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COMPLEMENTO CH-100,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
COMPLEMENTO CH-50,,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"COXSACKIE B, ANTICORPOS",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CRIOAGLUTININAS, DOSAGEM",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CRIOGLOBULINAS, CARACTERIZACAO - IMUNOELETROFORESE",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
"CRIOGLOBULINAS, PESQUISA",,,,Seg. AmbulatorialHCO: Seg. Hospitalar Com Obstetrícia,HCO,Seg. Hospitalar Sem Obstetrícia,Plano ReferênciaPAC: Procedimento de Alta Complexidade,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNOSTICOS E TERAPEUTICOS
